Country Code,Country Name,Income Group,Indicator Code,Indicator Name,Region,Year,Energy Consump.
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,6.732699871
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0.119499996
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0.008700000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2004,0.100400001
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,7.029799938
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0.140499994
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0.008400000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2005,0.105200000
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,6.857299805
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0.170800000
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0.007700000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2006,0.117399998
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,6.715899944
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0.203400001
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0.008000000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2007,0.112800002
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,8.903100014
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0.223800004
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0.007300000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2008,0.110799998
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,8.463800430
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0.256399989
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0.007000000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2009,0.107699998
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,8.553700447
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,1.226799965
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,0.006600000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2010,0.109399997
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,9.080699921
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,1.972399950
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,0.007100000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2011,0.109200001
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,2.884799957
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,0
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,2.675499916
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,0
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,0.008200000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2012,0.101800002
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,3.266000032
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,0.001600000
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,3.245199919
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,0.000500000
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,0.009200000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2013,0.102899998
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,3.700299978
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,0.003000000
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,4.489900112
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,0.000500000
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,0.008500000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2014,0.137700006
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,3.738500118
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,0.003700000
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,6.001900196
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,0.001700000
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,0.013800000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2015,0.126399994
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,3.977900028
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,0.021299999
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,9.252799988
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,0.001700000
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,0.013800000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2016,0.123000003
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,3.849900007
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,0.026000001
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,7.253399849
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,0.001600000
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,0.015400000
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2017,0.173199996
BHR,Bahrain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,0
ISR,Israel,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,3.715399981
KWT,Kuwait,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,0.033599999
MLT,Malta,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,7.464799881
OMN,Oman,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,0.001500000
QAT,Qatar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,0
SAU,Saudi Arabia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,0.015699999
ARE,United Arab Emirates,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Middle East & North Africa,1/1/2018,0.259200007
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1995,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1995,21.923576315
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1995,4.726554335
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1996,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1996,21.579237525
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1996,4.763930451
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1997,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1997,21.311150383
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1997,4.514260299
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1998,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1998,21.524036706
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1998,4.534296890
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1999,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1999,21.705080856
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/1999,5.709726593
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2000,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2000,22.038099289
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2000,5.429699898
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2001,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2001,21.527200699
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2001,4.678699970
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2002,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2002,21.767299652
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2002,4.840799809
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2003,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2003,21.180599213
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2003,5.326300144
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2004,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2004,21.579099655
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2004,5.477700233
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2005,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2005,21.992300034
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2005,5.841199875
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2006,0
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2006,21.915000916
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2006,6.396699905
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2007,0.439700007
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2007,21.841499329
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2007,6.304200172
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2008,0.395900011
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2008,21.908199310
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2008,6.845600128
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2009,0.392600000
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2009,22.5
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2009,7.354400158
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2010,0.418900013
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2010,21.876100540
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2010,7.435699940
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2011,0.421799988
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2011,21.844100952
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2011,8.364199638
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2012,0.436199993
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2012,22.169200897
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2012,8.728099823
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2013,0.477299988
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2013,22.398000717
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2013,9.083299637
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2014,0.425300002
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2014,22.416799545
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2014,9.220499992
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2015,0.486900002
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2015,22.642200470
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2015,9.033900261
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2016,0.462900013
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2016,22.333000183
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2016,9.456299782
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2017,0.481999993
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2017,22.769899368
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2017,9.919099808
BMU,Bermuda,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2018,0.380299985
CAN,Canada,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2018,22.182899475
USA,United States,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),North America,1/1/2018,10.107199669
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/1995,2.963560460
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/1996,2.291622243
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/1997,1.373968771
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/1998,1.033829800
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/1999,0.868549785
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2000,1.521600008
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2001,1.254999995
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2002,1.097700000
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2003,1.119899988
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2004,0.962199986
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2005,0.940199971
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2006,0.949999988
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2007,1.006899953
SYC,Seychelles,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Sub-Saharan Africa,1/1/2008,0.912699997
